Genes,Gene_type,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
PLRG1,1,-0.16456488,0.15991618,0.070465885,0.016408192,0.17122932,-0.3866596,0.089807466,0.5875767,-0.2378555,0.06230376,-0.22777271,-0.32846653,-0.022720333,0.14136733,0.012164997,-0.19738555,0.016679171,-0.3505821,-0.036577597,-0.5717278,0.060475033,0.18795164,0.18053755,-0.094944775,-0.09717435,-0.0148271285,-0.30653226,-0.28052363,-0.1300489,0.001595326,0.40927458,0.09130744,0.09969896,0.0010134202,-0.15377222,0.326752,-0.07487635,-0.41913956,-0.37514183,-0.5561635,-0.116425015,-0.20513627,0.0135906795,-0.032178983,0.2726625,-0.1972329,-0.1494538,0.070427865,0.1579041,0.13043875,0.20361899,-0.31162497,-0.10573993,0.01084021,-0.35191378,0.21777555,0.18018335,-0.025293425,-0.35902038,0.06014465,0.039489325,0.11399642,-0.22019428,-0.19523485,-0.5101825,0.071713746,0.1052947,0.18154155,-0.36398655,0.22368693,-0.20308955,-0.07584234,0.27132928,-0.18346338,0.086117074,0.19992605,-0.09457113,-0.04221182,-0.19622087,0.26762033,-0.007794626,-0.22342768,-0.27621946,0.49907243,0.009797522,0.1014794,-0.15949771,0.54843795,0.2929354,0.063908644,0.3724511,0.07595777,-0.16643192,0.053221475,0.38060585,0.36936644,0.01979996,-0.43753245,0.18122432,-0.21458994
XPC,1,-0.16785134,0.1657041,0.08358641,0.017263653,0.15758653,-0.39210907,0.08389879,0.5853948,-0.2460017,0.07139804,-0.22928438,-0.3208947,-0.015158057,0.13907228,0.0066958796,-0.2014728,0.029355621,-0.36527327,-0.029177977,-0.57189834,0.059471115,0.18057746,0.19072056,-0.10851607,-0.09736342,-0.0055225724,-0.320632,-0.27763012,-0.11838711,0.0102309715,0.41985574,0.09003495,0.10704914,-0.004281462,-0.14654279,0.31545505,-0.08236823,-0.4406271,-0.3799729,-0.56646675,-0.1272879,-0.20261367,0.02741039,-0.044243563,0.26970136,-0.19173348,-0.14717628,0.07086726,0.14290826,0.12606415,0.2046149,-0.2986566,-0.11798962,0.020618154,-0.3544501,0.20236892,0.17683777,-0.022225067,-0.35680413,0.058136236,0.03923232,0.11497078,-0.23956174,-0.17978506,-0.50212866,0.06160004,0.11575712,0.19374879,-0.37637705,0.23834822,-0.20667885,-0.06929151,0.2821577,-0.19109435,0.078850664,0.1832201,-0.09886375,-0.045208983,-0.19352715,0.2776569,-0.015233684,-0.23725985,-0.26675862,0.51176125,0.011807719,0.09794073,-0.16345246,0.55091906,0.29429448,0.056957826,0.3940952,0.06433065,-0.17031729,0.045032002,0.37199396,0.3756904,0.010285173,-0.4287938,0.19296983,-0.2064907
BCAS2,1,-0.17008889,0.1638228,0.079908244,0.017745646,0.16963182,-0.40594912,0.091735795,0.5900787,-0.24669912,0.057384837,-0.24338864,-0.33495852,-0.021908714,0.14361885,0.021815598,-0.1846452,0.012510273,-0.35983166,-0.018125666,-0.5731041,0.06297114,0.19484851,0.18522573,-0.097170964,-0.08844085,-0.0037765647,-0.32625404,-0.2798682,-0.116921246,0.0047759362,0.4048106,0.104964815,0.093568444,-0.0049945195,-0.14601894,0.33587617,-0.07250863,-0.43849933,-0.39018935,-0.5537145,-0.1133108,-0.20619166,0.015662225,-0.05386833,0.27685887,-0.19079843,-0.14514318,0.07953044,0.14806026,0.11955103,0.20928225,-0.31395745,-0.11700702,0.026794758,-0.3497715,0.22043622,0.17144525,-0.030295743,-0.3505136,0.06692735,0.030722708,0.109499976,-0.23241104,-0.17836912,-0.49845266,0.063436694,0.10404987,0.18425973,-0.37615848,0.23947068,-0.21751991,-0.07489606,0.2823345,-0.19293436,0.06894819,0.19703117,-0.111721925,-0.05415844,-0.19401102,0.27640253,-0.010877468,-0.22680652,-0.26448378,0.5053339,0.018162183,0.10288566,-0.16475686,0.5613136,0.30710554,0.052519754,0.38403863,0.06671381,-0.18026622,0.050596938,0.37637216,0.36552334,0.0165039,-0.43954906,0.20036088,-0.20097443
UBE2V2,1,-0.16822763,0.15024775,0.077717915,0.0022215098,0.15179329,-0.37938526,0.07922868,0.55846786,-0.23028794,0.0673544,-0.23356502,-0.31108418,-0.030488372,0.13352668,0.021865312,-0.17749274,0.030592175,-0.35280943,-0.010890026,-0.5485538,0.06541855,0.18535341,0.1875339,-0.11301048,-0.10382983,-0.0023578622,-0.30767864,-0.27328172,-0.11614635,0.004965685,0.40781137,0.090320595,0.084510125,-0.007000717,-0.14276919,0.30263853,-0.06992843,-0.40964755,-0.36857447,-0.52976364,-0.102475815,-0.1864966,0.02890388,-0.05449951,0.26751134,-0.18659654,-0.14446011,0.07900732,0.14826186,0.12204697,0.19661999,-0.2880303,-0.09542369,0.028853456,-0.34637204,0.21088952,0.16899669,-0.011807093,-0.33466274,0.063111044,0.035936493,0.10897677,-0.22655267,-0.16647112,-0.48453194,0.06018321,0.1102948,0.169009,-0.3460901,0.22910489,-0.2031975,-0.071301766,0.2620559,-0.18642688,0.084731944,0.18392721,-0.096063234,-0.054022934,-0.192068,0.2593571,-0.008125577,-0.22639698,-0.25839406,0.50125784,0.0206369,0.09867218,-0.17403115,0.5441943,0.2712365,0.054032844,0.3687642,0.061116062,-0.16818386,0.03195141,0.35115725,0.36902484,0.02657725,-0.4226281,0.19471824,-0.19180718
UIMC1,1,-0.16129589,0.14307481,0.07243149,-1.4414752e-05,0.14547803,-0.37936985,0.09369471,0.55259436,-0.23706193,0.04893569,-0.21564376,-0.3020585,-0.028236516,0.13424402,0.006243985,-0.17544216,0.021624373,-0.3229373,-0.039916605,-0.5427743,0.052195348,0.16712177,0.16892692,-0.09056644,-0.09793175,-0.012981742,-0.28713402,-0.26903617,-0.111483,-0.00228678,0.39226803,0.10602861,0.09298839,0.005617253,-0.13419951,0.2993323,-0.060580764,-0.41190994,-0.34525478,-0.515266,-0.11792352,-0.1937971,0.029395849,-0.04517749,0.26841497,-0.18072784,-0.12363686,0.06809358,0.15465154,0.116082884,0.19260904,-0.27613744,-0.0985912,0.013855136,-0.31664544,0.20380889,0.17396238,-0.010326019,-0.31481737,0.07166956,0.04496556,0.09760177,-0.21268669,-0.17001522,-0.46119455,0.06075514,0.09132665,0.16445771,-0.35262936,0.2304083,-0.19879925,-0.0734017,0.26629126,-0.16924016,0.075051345,0.18028955,-0.08428364,-0.03504886,-0.17511348,0.24918923,0.0055103824,-0.20888746,-0.26430255,0.47802916,0.020870598,0.08656662,-0.15365997,0.5181301,0.28781423,0.05872783,0.35743564,0.057420146,-0.1552931,0.044052996,0.35691792,0.33839828,0.025286563,-0.41173893,0.18320288,-0.2082525
UNG,1,-0.16502447,0.17237687,0.07600624,0.004802256,0.17217803,-0.41473275,0.08925254,0.62109107,-0.25559092,0.07314524,-0.2525892,-0.33696166,-0.030132145,0.14584818,0.0042968015,-0.19737722,0.03509587,-0.36375934,-0.040049598,-0.6066087,0.05920651,0.18825333,0.1924166,-0.12315923,-0.103554234,-0.012341244,-0.33402157,-0.2982248,-0.13039789,0.01862828,0.42671174,0.10263746,0.095140934,0.0007779501,-0.1569766,0.34643543,-0.07844608,-0.44832316,-0.39011273,-0.59173036,-0.12788875,-0.21526733,0.029654378,-0.042537056,0.28064075,-0.19912736,-0.15037854,0.06657546,0.15894449,0.12766461,0.19683541,-0.32253286,-0.11892761,0.020073084,-0.35339946,0.21532738,0.17341645,-0.029940283,-0.3722655,0.069624946,0.053125013,0.10446253,-0.23616843,-0.19008681,-0.51377165,0.070063524,0.120416574,0.1840508,-0.3982605,0.23299871,-0.21986593,-0.08896619,0.28198615,-0.19259082,0.08451455,0.189932,-0.10997442,-0.0485774,-0.19933298,0.288962,0.001050439,-0.23450685,-0.28640738,0.5291942,0.012766954,0.09981387,-0.16624339,0.58450013,0.30430207,0.05993522,0.3934146,0.07072774,-0.16816711,0.047369957,0.3934584,0.38560054,0.0044405083,-0.44128522,0.19495144,-0.21007739
USP1,1,-0.17848098,0.1553503,0.066631325,0.01643101,0.1735038,-0.3894654,0.101460375,0.57971925,-0.25174975,0.08025451,-0.23925778,-0.3174698,-0.020936675,0.13720426,0.0069231847,-0.19698529,0.028177004,-0.367982,-0.021142274,-0.57929903,0.070370294,0.18142267,0.20389812,-0.11304236,-0.10629191,-0.018269574,-0.31682333,-0.2809753,-0.12773,0.018298132,0.4144288,0.10048347,0.10150523,0.01188771,-0.15170959,0.3326224,-0.092255674,-0.42799893,-0.37669367,-0.5596168,-0.11045689,-0.2025193,0.019070473,-0.046149883,0.27913675,-0.18912606,-0.13867164,0.073965415,0.16246103,0.1256294,0.20490143,-0.3012995,-0.10849102,0.023691375,-0.35672468,0.21322675,0.16889496,-0.026894638,-0.3639975,0.059679423,0.043356363,0.10573482,-0.23477896,-0.1901139,-0.5135237,0.061287582,0.115916826,0.18480282,-0.37909818,0.23691814,-0.20679793,-0.08268216,0.28057218,-0.18620253,0.0758082,0.1806671,-0.098102346,-0.05164338,-0.20070879,0.27612925,-0.005438739,-0.22579695,-0.27296337,0.5210082,0.022134565,0.090520665,-0.1751645,0.5672512,0.29944947,0.052908473,0.39093962,0.062502995,-0.17334732,0.03441566,0.366937,0.36457554,0.022721397,-0.439718,0.20562664,-0.20688395
WRN,1,-0.17004952,0.16307186,0.07126115,0.013191813,0.1758184,-0.40762693,0.099313,0.5782434,-0.24168676,0.07781945,-0.232677,-0.34301013,-0.029510593,0.13890278,0.0054508457,-0.20316643,0.032949906,-0.37462512,-0.033925574,-0.57209307,0.052804288,0.19964749,0.20302849,-0.103528604,-0.10408323,-0.021304328,-0.32235205,-0.2911566,-0.13783239,0.0071887104,0.42670366,0.08973765,0.096977636,0.008558924,-0.15781477,0.3183586,-0.086594395,-0.42266154,-0.36976528,-0.57244486,-0.12666006,-0.20686235,0.0175793,-0.04597934,0.27189207,-0.1760724,-0.1561724,0.07608141,0.1558185,0.13522914,0.19338284,-0.31770015,-0.098767035,0.026228962,-0.34597546,0.21852364,0.18031368,-0.021063223,-0.3558043,0.08238342,0.040778823,0.10024026,-0.22841313,-0.19232064,-0.5124968,0.0582206,0.09612618,0.19060272,-0.37685812,0.2273363,-0.20675719,-0.07084013,0.28966707,-0.1953884,0.07378519,0.17742243,-0.11244287,-0.060820516,-0.20101337,0.268676,-0.015779614,-0.24172865,-0.26522344,0.51511174,0.030515535,0.08968437,-0.17445493,0.55742836,0.308926,0.04966321,0.3904065,0.06994069,-0.17070009,0.04139935,0.38803422,0.38858476,0.022856804,-0.43634993,0.19220662,-0.2100191
XAB2,1,-0.1714225,0.16478908,0.06389688,0.012254426,0.15979981,-0.37973812,0.099826865,0.5678552,-0.22758043,0.08923808,-0.24531542,-0.31800586,-0.020865789,0.14229058,0.010095503,-0.1816871,0.030464448,-0.36144564,-0.013174779,-0.5650081,0.056745697,0.19584264,0.20007537,-0.096134186,-0.09274175,-0.028751517,-0.32053226,-0.2955544,-0.13038264,0.009375503,0.41948014,0.09537997,0.11012869,0.002680639,-0.15361762,0.321199,-0.08278744,-0.42417017,-0.3713176,-0.5589017,-0.12221654,-0.18403873,0.027830273,-0.060186714,0.27569452,-0.17335303,-0.15224047,0.08149637,0.15126976,0.13165739,0.1876213,-0.29666635,-0.10720352,0.03261661,-0.35433444,0.20335732,0.16488503,-0.02829712,-0.36249572,0.088004395,0.04813718,0.11397608,-0.24413665,-0.18271057,-0.5118002,0.038661193,0.09686349,0.17275418,-0.34902105,0.22878386,-0.20256498,-0.090425886,0.2866931,-0.18873891,0.071339704,0.17929071,-0.12069841,-0.065422036,-0.2107038,0.27155337,0.0024146927,-0.24312194,-0.27105728,0.5289903,0.024646647,0.1015746,-0.17677103,0.5537137,0.28594142,0.040665764,0.37402743,0.06877874,-0.18446201,0.0369644,0.35689023,0.3671864,0.008277683,-0.45808202,0.22053477,-0.20035827
ZSWIM7,1,-0.16743585,0.13869095,0.07025724,0.0042257635,0.1635968,-0.36895397,0.08037329,0.5430835,-0.23416767,0.06801175,-0.22625269,-0.30628714,-0.018647218,0.13599804,0.016571643,-0.18847199,0.027656104,-0.3471765,-0.028891452,-0.5435013,0.051791463,0.17328608,0.17660485,-0.098697305,-0.080871515,-0.0029749235,-0.29845312,-0.25819662,-0.116892464,0.004683736,0.37826186,0.09706534,0.08232978,0.0013701099,-0.13014702,0.3012165,-0.0744247,-0.4084817,-0.34348086,-0.5154147,-0.11991832,-0.1938562,0.031624053,-0.041029457,0.26397797,-0.17400703,-0.14691932,0.08516717,0.14058131,0.11212,0.19304986,-0.28461513,-0.10837601,0.026767485,-0.3361208,0.1908769,0.16808076,-0.015621029,-0.32093662,0.06858298,0.03933884,0.097793505,-0.21450412,-0.16157065,-0.4716713,0.05322797,0.09929604,0.17345928,-0.3575446,0.22513275,-0.194809,-0.060971268,0.258395,-0.18073417,0.06585708,0.17327535,-0.09899584,-0.047695108,-0.18248057,0.25742108,-0.016191931,-0.21785417,-0.26328135,0.48688897,0.020699436,0.10295343,-0.16339026,0.5277599,0.28024936,0.04991956,0.35499272,0.072447486,-0.1579558,0.04956917,0.3514359,0.35490218,0.022021057,-0.42001802,0.18127272,-0.19504322
ENDOV,1,-0.15631099,0.15000908,0.07518178,0.01736646,0.15044284,-0.37335038,0.09346856,0.54859847,-0.22235928,0.06638654,-0.22078627,-0.31766394,-0.018360414,0.11999299,0.007937171,-0.19147304,0.016933417,-0.34845755,-0.015841052,-0.54761773,0.0699817,0.1638131,0.17750771,-0.09709641,-0.09771763,-0.0038685598,-0.29353938,-0.26365763,-0.12129204,-0.001706756,0.39545137,0.0926768,0.10148641,-0.0044347076,-0.1398054,0.2934897,-0.064824924,-0.4000938,-0.35934612,-0.51673216,-0.11469824,-0.19730484,0.024346756,-0.039186116,0.25521657,-0.18605821,-0.12505965,0.0716276,0.14083587,0.11924573,0.18583323,-0.2861796,-0.10193075,0.026255548,-0.33509392,0.20057152,0.16895519,-0.023496589,-0.3398433,0.07510503,0.0448664,0.09757675,-0.20993543,-0.17222045,-0.47611958,0.05888116,0.09747848,0.18240562,-0.34996137,0.2123269,-0.19793579,-0.070580326,0.2712355,-0.17335545,0.085665435,0.18163507,-0.100193314,-0.0397337,-0.17656575,0.2497182,-0.016114715,-0.21909463,-0.25989258,0.47834647,0.00817947,0.08219474,-0.15261488,0.5160888,0.29052618,0.04216183,0.35698643,0.06856704,-0.15222879,0.04558698,0.3651122,0.35168105,0.0051683425,-0.40703967,0.17156729,-0.2008671
SPRTN,1,-0.16547376,0.14793746,0.0838019,0.011794408,0.1632845,-0.38983226,0.08071478,0.5675031,-0.22560096,0.058618307,-0.22050586,-0.3293967,-0.015078624,0.13689923,0.01182346,-0.19387889,0.024980847,-0.35124984,-0.021332905,-0.5548581,0.06042993,0.1790081,0.18755846,-0.11010251,-0.082386486,-0.00740247,-0.31258628,-0.26514992,-0.11949598,0.019774623,0.40069532,0.10275439,0.09685656,-0.006188418,-0.1473201,0.3281328,-0.07102106,-0.42724338,-0.36599618,-0.5513656,-0.11407721,-0.20905742,0.027978908,-0.03779167,0.27931124,-0.18363507,-0.14606783,0.07881422,0.14926648,0.11270174,0.2040081,-0.29087636,-0.099192515,0.011916923,-0.34833497,0.2139071,0.16115163,-0.012742042,-0.34488285,0.06888614,0.04432275,0.10857188,-0.22842501,-0.18030207,-0.48070884,0.055486064,0.10884454,0.18211178,-0.3647479,0.23707531,-0.20610209,-0.067683935,0.27131435,-0.17322873,0.09185856,0.19025114,-0.10462253,-0.054259162,-0.18041116,0.27616477,0.00081247353,-0.23049238,-0.27049583,0.48882118,0.012509033,0.09591884,-0.17042474,0.5327613,0.302,0.06180695,0.38141632,0.07401459,-0.17468095,0.033858906,0.3747454,0.35684547,0.0073609403,-0.42350557,0.18530725,-0.21193267
RNF4,1,-0.17687456,0.15753412,0.06772696,0.00734212,0.16841568,-0.39284834,0.08896454,0.5855364,-0.22442424,0.07827464,-0.23552029,-0.31520906,-0.040719487,0.1302311,0.023871714,-0.18736929,0.020539345,-0.3699956,-0.010063231,-0.57719576,0.04338898,0.19729736,0.20407535,-0.11559215,-0.09281083,-0.026891556,-0.32055295,-0.2952323,-0.13276376,0.016874995,0.4122929,0.08548676,0.11080862,0.007610305,-0.14381148,0.31855193,-0.09917501,-0.43734658,-0.36306888,-0.563381,-0.11656081,-0.20594376,0.018364666,-0.058501188,0.285334,-0.19066307,-0.14171313,0.08944885,0.15348753,0.13108876,0.19375683,-0.30860204,-0.100163326,0.043208435,-0.35335803,0.20653573,0.17286794,-0.026071742,-0.3668399,0.08878841,0.040019,0.12906633,-0.2426703,-0.18454364,-0.5232796,0.046906017,0.116139285,0.19452037,-0.37124318,0.22967373,-0.20075127,-0.09000885,0.2926356,-0.20157875,0.06917467,0.18434061,-0.12659684,-0.06835091,-0.20696819,0.27038723,0.008285395,-0.24725908,-0.26837313,0.5347691,0.045490332,0.1180269,-0.18680412,0.5650151,0.28959104,0.05289662,0.36891553,0.060845375,-0.17343055,0.037117176,0.36952388,0.38583693,0.027985284,-0.4577286,0.22899407,-0.21622689
SMARCA4,1,-0.16519888,0.1561225,0.0710254,0.011337416,0.16387282,-0.40582326,0.096403114,0.60205674,-0.2544128,0.054145627,-0.23746385,-0.3246695,-0.038480718,0.15047687,0.011111749,-0.19104749,0.02019846,-0.36732063,-0.025086937,-0.5720431,0.054273386,0.18379362,0.19496813,-0.1014329,-0.08823118,-0.014098723,-0.3101955,-0.29095203,-0.124792196,0.015335523,0.4196161,0.09065608,0.096527174,-0.009745527,-0.15166134,0.33670193,-0.08747589,-0.42784053,-0.37276295,-0.57078284,-0.12962127,-0.20934509,0.018995361,-0.039882887,0.29033065,-0.18910617,-0.14929046,0.08251348,0.14857918,0.1248181,0.19871539,-0.29704437,-0.11650744,0.009397567,-0.34899902,0.21655588,0.16791414,-0.0283831,-0.35692218,0.06276843,0.029381104,0.10480036,-0.23604567,-0.17924476,-0.50648934,0.06408671,0.11176191,0.18673374,-0.37474892,0.23856871,-0.20329978,-0.07533114,0.2737827,-0.1856873,0.09205189,0.18572587,-0.10779325,-0.054470427,-0.18803371,0.27196345,0.006026025,-0.24193521,-0.26825947,0.50490344,0.02958194,0.097683206,-0.16551365,0.553178,0.30914828,0.060524967,0.37602028,0.06331874,-0.16255164,0.039560076,0.36995724,0.38250294,0.010950521,-0.44812807,0.20896067,-0.21401955
IDH1,1,-0.16263555,0.14117989,0.06477585,0.004558649,0.14903988,-0.37023115,0.086083,0.56890804,-0.20848615,0.05175081,-0.21851598,-0.32314432,-0.023254,0.13624743,0.020280216,-0.19082032,0.009444023,-0.32634428,-0.019079002,-0.5359822,0.06383599,0.17777744,0.1711098,-0.08228986,-0.08532716,-0.017595792,-0.28117493,-0.28030542,-0.11036054,0.0059544696,0.3798816,0.09217316,0.09420297,-0.008533921,-0.14388196,0.31281286,-0.07609883,-0.402455,-0.34795988,-0.51580715,-0.0974923,-0.18409772,0.026717512,-0.05905409,0.2595079,-0.16755512,-0.1355177,0.06132059,0.14369431,0.11724962,0.18124278,-0.28336132,-0.10621502,0.0155071225,-0.30961114,0.19720541,0.17346928,-0.01972806,-0.31929347,0.057374544,0.028060671,0.10846622,-0.20955096,-0.17850412,-0.47197723,0.07046568,0.10531812,0.1670998,-0.34995717,0.2207819,-0.1832191,-0.07294173,0.2694555,-0.17331201,0.08891653,0.19039665,-0.088840984,-0.047491506,-0.20087211,0.2698437,-0.0008893288,-0.2035434,-0.2633858,0.4833818,0.028801981,0.088469535,-0.15678622,0.519735,0.2888453,0.06458685,0.3611007,0.06728357,-0.15544887,0.04028336,0.35136956,0.35914594,0.0015062742,-0.4215508,0.18156734,-0.18730098
WEE1,1,-0.1602704,0.15088771,0.07675382,0.01029917,0.15434963,-0.38525125,0.08881005,0.5632683,-0.23733896,0.062131714,-0.22122099,-0.30602336,-0.02899752,0.13662216,0.011217111,-0.18709676,0.013014119,-0.34711745,-0.017958684,-0.5501522,0.064187475,0.18825527,0.1899735,-0.114206344,-0.09605438,-0.017312022,-0.30603454,-0.2711311,-0.12905587,0.0071018375,0.4070118,0.094068766,0.0954014,-0.008615969,-0.13277778,0.30834216,-0.08368296,-0.42228737,-0.37024042,-0.5525001,-0.12591165,-0.19716018,0.015182984,-0.047310296,0.27840483,-0.17674477,-0.1398873,0.07809488,0.16278706,0.12112955,0.20093063,-0.28739217,-0.11526605,0.011431716,-0.3345114,0.20975801,0.16373311,-0.018502094,-0.3531428,0.059421394,0.029546553,0.118226945,-0.23111731,-0.1881575,-0.50113153,0.06390528,0.1097471,0.17469494,-0.36639044,0.22610822,-0.20579894,-0.07634805,0.28143343,-0.18054949,0.070509106,0.19360842,-0.099578224,-0.06716259,-0.20293112,0.2694365,-0.013711262,-0.22532803,-0.27593303,0.51599133,0.017234275,0.09311805,-0.16863969,0.5438437,0.29732087,0.058990315,0.37169683,0.07522776,-0.16432467,0.041794352,0.3580609,0.36573586,0.018860186,-0.42081755,0.1917618,-0.2136378
AEN,1,-0.17457403,0.18009728,0.07005195,0.009479282,0.17199263,-0.40644726,0.107628115,0.619305,-0.24736233,0.078988746,-0.24480303,-0.35583442,-0.027802654,0.1434904,0.01132623,-0.19871725,0.023744361,-0.3644992,-0.0293686,-0.60245943,0.05793656,0.1848407,0.19100884,-0.10625787,-0.10779089,-0.010454666,-0.3297733,-0.308991,-0.13332,0.0046035573,0.4229468,0.10211517,0.1115246,-0.00517366,-0.16193274,0.35117218,-0.07249847,-0.4415721,-0.40385422,-0.5851508,-0.13343905,-0.20409194,0.030665679,-0.050382223,0.29760057,-0.20877594,-0.14798869,0.08993453,0.1646008,0.13917151,0.20491081,-0.31808263,-0.12200735,0.013261125,-0.3652047,0.21446931,0.18436489,-0.02566429,-0.36149153,0.064855695,0.04015948,0.114984736,-0.24953833,-0.19613935,-0.5279187,0.057581212,0.11394119,0.20469417,-0.39398444,0.23883142,-0.20768213,-0.08089323,0.29774445,-0.18618166,0.092425205,0.20749116,-0.1049801,-0.05709465,-0.19687659,0.2918583,-0.008564062,-0.25385413,-0.28641558,0.5297545,0.026981879,0.09598058,-0.18192877,0.5896754,0.31579524,0.05781754,0.39350402,0.07705085,-0.17480403,0.048873767,0.40487394,0.39848563,0.023407657,-0.45681235,0.20865035,-0.2218624
PLK3,1,-0.15489778,0.14023234,0.07533354,0.0029548926,0.150756,-0.36457738,0.09343027,0.5472995,-0.22745833,0.057977755,-0.21873558,-0.30135077,-0.032404184,0.12285958,0.012009775,-0.17149273,0.022686213,-0.3242627,-0.024494877,-0.5324357,0.04776415,0.1777395,0.18159936,-0.10544043,-0.08245645,0.0012908462,-0.3003296,-0.26451823,-0.12418787,0.010475653,0.37361565,0.08943154,0.099373996,-0.01271782,-0.1449209,0.30403295,-0.07969066,-0.40406677,-0.35728225,-0.51777005,-0.11216641,-0.18987668,0.01614805,-0.030926129,0.26671922,-0.18208447,-0.12397518,0.06650953,0.14150168,0.11973074,0.18359621,-0.2872994,-0.09961829,0.016926719,-0.33216754,0.18885435,0.14848743,-0.020191023,-0.32556146,0.05293136,0.044619214,0.10250943,-0.21175846,-0.1646609,-0.4693135,0.06469326,0.09410512,0.17123055,-0.35604134,0.21789,-0.20014559,-0.057925828,0.26788494,-0.1787743,0.08134659,0.18593745,-0.10162606,-0.043059714,-0.19143184,0.26060018,0.0035273964,-0.21288691,-0.26277068,0.4739919,0.01854653,0.08869301,-0.14698069,0.5102237,0.2648564,0.03869921,0.35097218,0.07035899,-0.15665431,0.035039306,0.35581484,0.3449954,0.02233366,-0.40015373,0.17122371,-0.19728895
EXO5,1,-0.17360565,0.15208595,0.071429044,0.013125663,0.16664675,-0.38089308,0.09016037,0.5742934,-0.23477098,0.06908942,-0.23320587,-0.3289689,-0.03316123,0.13980353,0.0065948493,-0.20155464,0.011666484,-0.3462868,-0.024408685,-0.5644452,0.07201667,0.17562205,0.19466817,-0.09873659,-0.08878725,-0.01592748,-0.30060828,-0.2896904,-0.113242336,0.018364633,0.40820444,0.1028814,0.10389056,0.0033067702,-0.13709754,0.3252337,-0.080366604,-0.42041993,-0.3659734,-0.55715364,-0.114184104,-0.19772917,0.02730513,-0.050031774,0.2699122,-0.18966274,-0.14051719,0.07142805,0.15838882,0.12105678,0.2041978,-0.30211473,-0.10260834,0.013304599,-0.34919715,0.21057077,0.1723025,-0.016775426,-0.35512587,0.071120374,0.03891328,0.11042111,-0.23212814,-0.18673453,-0.5024051,0.050846137,0.10778359,0.19045751,-0.376036,0.24094734,-0.20017728,-0.07967347,0.27701885,-0.17789777,0.073545136,0.18998165,-0.09618708,-0.045156673,-0.18329316,0.27203125,-0.0075171306,-0.23693202,-0.2621356,0.49410796,0.016481934,0.09430585,-0.16079055,0.5415147,0.2987705,0.053016078,0.37207788,0.057191167,-0.17781934,0.04826178,0.364047,0.3777863,0.010420265,-0.4472237,0.19077663,-0.19990842
